Product Name,Article Number,Part Number
conga-TCA3/HSP-B X.0,047351-X.03,047351-X.03
conga-TCA3/CSP-T X.0,047352-X.01,047352-X.01
conga-TCA3/CSP-T X.0,047352-X.03,047352-X.03
047353 conga-TCA3/CSP-B Rev. X.0,20365-A00223-A.0,047353-X.01
conga-TCA3/CSP-B X.0,047353-X.03,047353-X.03
conga-MA30/xxx commercial B.2,20070-A00343-B.2,047400-B.00
conga-MA3/E3845-4G eMMC8 B.2,20070-A00351-B.2,047400-B.21
conga-MA3/E3827-2G eMMC4 B.1,20070-A00350-B.1,047401-B.11
conga-MA3/E3827-2G eMMC4 B.2,20070-A00350-B.2,047401-B.21
conga-MA3/E3826-2G eMMC4 B.1,20070-A00348-B.1,047402-B.11
conga-MA3/E3826-2G eMMC4 B.2,20070-A00348-B.2,047402-B.21
conga-MA3/E3815-2G B.1,20070-A00346-B.1,047404-B.11
conga-MA3/E3815-2G B.2,20070-A00346-B.2,047404-B.21
conga-MA3/N2930-2G B.1,20070-A00366-B.1,047406-B.11
conga-MA3/N2930-2G B.2,20070-A00366-B.2,047406-B.21
conga-MA3/N2807-2G B.2,20070-A00364-B.2,047407-B.21
conga-MA3/i-E3845-4G eMMC8 B.1,20070-A00361-B.1,047410-B.11
conga-MA30/xxx industrial B.2,20070-A00344-B.2,047410-B.20
conga-MA3/i-E3845-4G eMMC8 B.2,20070-A00361-B.2,047410-B.21
conga-MA3/i-E3827-2G eMMC4 B.1,20070-A00357-B.1,047411-B.11
conga-MA3/i-E3827-2G eMMC4 B.2,20070-A00357-B.2,047411-B.21
conga-MA3/i-E3845-2G eMMC4 B.1,20070-A00359-B.1,047413-B.11
conga-MA3/i-E3845-2G eMMC4 B.2,20070-A00359-B.2,047413-B.21
conga-MA3/i-E3815-2G B.1,20070-A00354-B.1,047414-B.11
conga-MA3/i-E3815-2G B.2,047414-B.21,047414-B.21
047453 conga-MA3/CSP-B X.1,20365-000068-X.1,047453-X.11
conga-MA3/CSP-B X.1,20365-000068-X.1,047453-X.12
conga-B7XD/X-D1577 C.1,20070-000296-C.1,047500-C.11
conga-B7XD/X-D1567 B.0,20070-000297-B.0,047501-B.01
conga-B7XD/X-D1548 C.1,20070-000298-C.1,047502-C.11
conga-B7XD/X-D1527 C.1,20070-000299-C.1,047503-C.11
conga-B7XD/P-D1508 C.1,047505-C.11,047505-C.11
conga-B7XD/i-X-D1559 C.1,20070-000302-C.1,047520-C.11
conga-B7XD/i-X-D1539 C.1,20070-000303-C.1,047521-C.11
conga-B7XD/i-P-D1519 C.1,20070-000305-C.1,047523-C.11
conga-Debug/COMe Type6 A.0,047860-A.01,047860-A.01
conga-COME/Extension-Adapter Rev 2 X.0,047862-X.02,047862-X.02
conga-MA4/N3710-4G eMMC16 A.0,20070-A01169-A.0,047904-A.01
conga-MA4/N3160-2G eMMC16 A.0,20070-A01170-A.0,047905-A.01
conga-MA4/N3060-2G eMMC16 A.0,20070-A01171-A.0,047906-A.01
conga-MA4/N3010-2G eMMC16 A.0,20070-A01172-A.0,047907-A.01
conga-MA4/E8000-2G eMMC8 A.0,20070-000156-A.0,047908-A.01
conga-MA5/E3950-8G eMMC32 A.1,20070-000309-A.1,048000-A.11
conga-MA5/xxx commercial B.0,20070-000215-B.0,048000-B.00
conga-MA5/E3950-8G eMMC32 B.0,20070-000309-B.0,048000-B.01
conga-MA5/E3950-8G eMMC32 B.1,048000-B.11,048000-B.11
conga-MA5/E3950-8G eMMC32 B.2,048000-B.21,048000-B.21
conga-MA5/E3940-4G eMMC16 B.0,20070-000310-B.0,048001-B.01
conga-MA5/E3940-4G eMMC16 B.1,048001-B.11,048001-B.11
conga-MA5/E3940-4G eMMC16 B.2,048001-B.21,048001-B.21
conga-MA5/E3930-2G eMMC16 A.1,20070-000311-A.1,048002-A.11
conga-MA5/E3930-2G eMMC16 B.0,20070-000311-B.0,048002-B.01
conga-MA5/E3930-2G eMMC16 B.1,048002-B.11,048002-B.11
conga-MA5/E3930-2G eMMC16 B.2,048002-B.21,048002-B.21
conga-MA5/i-E3950-8G eMMC16 A.1,20070-000312-A.1,048010-A.11
conga-MA5/xxx industrial B.0,20070-000214-B.0,048010-B.00
conga-MA5/i-E3950-8G eMMC16 B.0,20070-000312-B.0,048010-B.01
conga-MA5/i-E3950-8G eMMC16 B.1,048010-B.11,048010-B.11
conga-MA5/i-E3950-8G eMMC16 B.2,048010-B.21,048010-B.21
conga-MA5/i-E3940-4G eMMC16 A.1,20070-000313-A.1,048011-A.11
conga-MA5/i-E3940-4G eMMC16 B.0,20070-000313-B.0,048011-B.01
conga-MA5/i-E3940-4G eMMC16 B.1,048011-B.11,048011-B.11
conga-MA5/i-E3940-4G eMMC16 B.2,048011-B.21,048011-B.21
conga-MA5/i-E3930-4G eMMC16 A.1,20070-000314-A.1,048012-A.11
conga-MA5/i-E3930-4G eMMC16 B.0,20070-000314-B.0,048012-B.01
conga-MA5/i-E3930-4G eMMC16 B.1,048012-B.11,048012-B.11
conga-MA5/i-E3930-4G eMMC16 B.2,048012-B.21,048012-B.21
conga-MA5/N4200-8G eMMC32 A.1,20070-000315-A.1,048020-A.11
conga-MA5/N4200-8G eMMC32 B.0,20070-000315-B.0,048020-B.01
conga-MA5/N4200E-8G eMMC32 B.2,048020-B.21,048020-B.21
conga-MA5/N3350-4G eMMC16 A.1,20070-000316-A.1,048022-A.11
conga-MA5/N3350-4G eMMC16 B.0,20070-000316-B.0,048022-B.01
conga-MA5/N3350E-4G eMMC16 B.2,048022-B.21,048022-B.21
conga-PA5/E3950-8G A.2,20070-000320-A.2,048100-A.21
conga-PA5/E3950-8G B.0,20070-000320-B.0,048100-B.01
conga-PA5/E3950-8G B.2,048100-B.21,048100-B.21
conga-PA5/xxx B.3 *commercial*,048100-B.30,048100-B.30
conga-PA5/E3950-8G B.3,048100-B.31,048100-B.31
conga-PA5/E3940-4G B.0,20070-000321-B.0,048101-B.01
conga-PA5/E3940-4G B.1,048101-B.11,048101-B.11
conga-PA5/E3940-4G B.2,048101-B.21,048101-B.21
conga-PA5/E3940-4G B.3,048101-B.31,048101-B.31
conga-PA5/E3930-4G B.0,20070-000322-B.0,048102-B.01
conga-PA5/E3930-4G B.1,048102-B.11,048102-B.11
conga-PA5/E3930-4G B.2,048102-B.21,048102-B.21
conga-PA5/E3930-4G B.3,048102-B.31,048102-B.31
conga-PA5/i-E3950-8G B.0,20070-000323-B.0,048110-B.01
conga-PA5/i-E3950-8G B.1,048110-B.11,048110-B.11
conga-PA5/i-E3950-8G B.2,048110-B.21,048110-B.21
conga-PA5/xxx B.3 *industrial*,048110-B.30,048110-B.30
conga-PA5/i-E3950-8G B.3,048110-B.31,048110-B.31
conga-PA5/i-E3940-4G A.2,20070-000324-A.2,048111-A.21
conga-PA5/i-E3940-4G B.0,20070-000324-B.0,048111-B.01
conga-PA5/i-E3940-4G B.1,048111-B.11,048111-B.11
conga-PA5/i-E3940-4G B.2,048111-B.21,048111-B.21
conga-PA5/i-E3940-4G B.3,048111-B.31,048111-B.31
conga-PA5/i-E3930-4G B.0,20070-000325-B.0,048112-B.01
conga-PA5/i-E3930-4G B.1,048112-B.11,048112-B.11
conga-PA5/i-E3930-4G B.2,048112-B.21,048112-B.21
conga-PA5/i-E3930-4G B.3,048112-B.31,048112-B.31
conga-PA5/N4200-8G A.2,20070-000326-A.2,048120-A.21
conga-PA5/N4200-8G B.1,048120-B.11,048120-B.11
conga-PA5/N4200-8G B.3,048120-B.31,048120-B.31
conga-PA5/N3350-4G B.0,20070-000327-B.0,048121-B.01
conga-PA5/N3350-4G B.1,048121-B.11,048121-B.11
conga-PA5/N3350-4G B.3,048121-B.31,048121-B.31
conga-PA5/J3455-4G B.0,048122-B.01,048122-B.01
conga-PA5/J3455-4G B.1,048122-B.11,048122-B.11
conga-PA5/J3455-4G B.3,048122-B.31,048122-B.31
conga-PA5/N4200-4G B.0,20070-000377-B.0,048123-B.01
conga-PA5/N4200-4G B.3,048123-B.31,048123-B.31
conga-B7AC/A-C3958 A.0,20070-000463-A.0,048200-A.01
conga-B7AC/A-C3958 A.2,048200-A.21,048200-A.21
conga-B7AC commercial xxx B.0,20070-000471-B.0,048200-B.00
conga-B7AC/A-C3958 B.0,20070-000463-B.0,048200-B.01
conga-B7AC/A-C3958 B.2,048200-B.21,048200-B.21
conga-B7AC/A-C3958 B.3,048200-B.31,048200-B.31
conga-B7AC/A-C3858 A.0,20070-000464-A.0,048201-A.01
conga-B7AC/A-C3858 A.2,048201-A.21,048201-A.21
conga-B7AC/A-C3858 B.0,20070-000464-B.0,048201-B.01
conga-B7AC/A-C3858 B.2,048201-B.21,048201-B.21
conga-B7AC/A-C3858 B.3,048201-B.31,048201-B.31
conga-B7AC/A-C3858 B.4,048201-B.41,048201-B.41
conga-B7AC/A-C3758 A.0,20070-000465-A.0,048202-A.01
conga-B7AC/A-C3758 A.2,048202-A.21,048202-A.21
conga-B7AC/A-C3758 B.0,20070-000465-B.0,048202-B.01
conga-B7AC/A-C3758 B.2,048202-B.21,048202-B.21
conga-B7AC/A-C3758 B.3,048202-B.31,048202-B.31
conga-B7AC/A-C3558 A.0,20070-000466-A.0,048203-A.01
conga-B7AC/A-C3558 A.2,048203-A.21,048203-A.21
conga-B7AC/A-C3558 B.0,20070-000466-B.0,048203-B.01
conga-B7AC/A-C3558 B.2,048203-B.21,048203-B.21
conga-B7AC/A-C3558 B.3,048203-B.31,048203-B.31
conga-B7AC/A-C3538 A.0,20070-000467-A.0,048204-A.01
conga-B7AC/A-C3538 A.2,048204-A.21,048204-A.21
conga-B7AC/A-C3538 B.0,20070-000467-B.0,048204-B.01
conga-B7AC/A-C3538 B.2,048204-B.21,048204-B.21
conga-B7AC/A-C3538 B.3,048204-B.31,048204-B.31
conga-B7AC/A-C3538 B.4,048204-B.41,048204-B.41
conga-B7AC/A-C3308 B.0,20070-000599-B.0,048205-B.01
conga-B7AC/A-C3308 B.2,048205-B.21,048205-B.21
conga-B7AC/A-C3308 B.3,048205-B.31,048205-B.31
conga-B7AC/A-C3308 B.4,048205-B.41,048205-B.41
conga-B7AC/i-A-C3808 A.0,20070-000468-A.0,048210-A.01
conga-B7AC/i-A-C3808 A.2,048210-A.21,048210-A.21
conga-B7AC industrial xxx B.0,20070-000472-B.0,048210-B.00
conga-B7AC/i-A-C3808 B.0,20070-000468-B.0,048210-B.01
conga-B7AC/i-A-C3808 B.1,048210-B.11,048210-B.11
conga-B7AC/i-A-C3808 B.2,048210-B.21,048210-B.21
conga-B7AC/i-A-C3808 B.3,048210-B.31,048210-B.31
conga-B7AC/i-A-C3808 B.4,048210-B.41,048210-B.41
conga-B7AC/i-A-C3708 A.0,20070-000469-A.0,048211-A.01
conga-B7AC/i-A-C3708 A.2,048211-A.21,048211-A.21
conga-B7AC/i-A-C3708 B.0,20070-000469-B.0,048211-B.01
conga-B7AC/i-A-C3708 B.1,048211-B.11,048211-B.11
conga-B7AC/i-A-C3708 B.2,048211-B.21,048211-B.21
conga-B7AC/i-A-C3708 B.3,048211-B.31,048211-B.31
conga-B7AC/i-A-C3708 B.4,048211-B.41,048211-B.41
conga-B7AC/i-A-C3508 A.0,20070-000470-A.0,048213-A.01
conga-B7AC/i-A-C3508 A.2,048213-A.21,048213-A.21
conga-B7AC/i-A-C3508 B.0,20070-000470-B.0,048213-B.01
conga-B7AC/i-A-C3508 B.1,048213-B.11,048213-B.11
conga-B7AC/i-A-C3508 B.2,048213-B.21,048213-B.21
conga-B7AC/i-A-C3508 B.3,048213-B.31,048213-B.31
conga-B7AC/i-A-C3508 B.4,048213-B.41,048213-B.41
conga-TA4/xxx B.0,20070-A01119-B.0,048310-B.00
conga-TCA4/N3710 B.0,20070-A01175-B.0,048310-B.01
conga-TCA4/N3060 B.0,20070-A01177-B.0,048312-B.01
conga-TCA4/E8000 B.0,20070-000141-B.0,048314-B.01
conga-MA3E/i-E3845-4G eMMC8 A.1,20070-000113-A.1,048410-A.11
conga-MA3E/i-E3827-2G eMMC4 A.1,20070-000246-A.1,048411-A.11
conga-TCA5/i-E3950 A.2,20070-000240-A.2,048510-A.21
conga-TCA5/i-E3950 A.3,048510-A.31,048510-A.31
conga-TCA5/xxx *industrial* B.0,048510-B.00,048510-B.00
conga-TCA5/i-E3950 B.0,048510-B.01,048510-B.01
conga-TCA5/i-E3950 B.1,048510-B.11,048510-B.11
conga-TCA5/i-E3940 A.2,20070-000241-A.2,048511-A.21
conga-TCA5/i-E3940 A.3,048511-A.31,048511-A.31
conga-TCA5/i-E3940 B.0,048511-B.01,048511-B.01
conga-TCA5/i-E3940 B.1,048511-B.11,048511-B.11
conga-TCA5/i-E3930 A.3,048512-A.31,048512-A.31
conga-TCA5/i-E3930 B.0,048512-B.01,048512-B.01
conga-TCA5/i-E3930 B.1,048512-B.11,048512-B.11
conga-TCA5/i-E3950 PCIe A.3,048513-A.31,048513-A.31
conga-TCA5/i-E3950 PCIe B.0,048513-B.01,048513-B.01
conga-TCA5/i-E3950 PCIe B.1,048513-B.11,048513-B.11
conga-TCA5/N3350 A.2,20070-000244-A.2,048530-A.21
conga-TCA5/xxx *commercial* B.0,048530-B.00,048530-B.00
conga-TCA5/N3350 B.0,048530-B.01,048530-B.01
conga-TCA5/N3350E B.1,048530-B.11,048530-B.11
conga-TCA5/N4200 A.2,20070-000245-A.2,048531-A.21
conga-TCA5/N4200 B.0,048531-B.01,048531-B.01
conga-TCA5/N4200E B.1,048531-B.11,048531-B.11
conga-B7E3/3451 Y.0,048600-Y.01,048600-Y.01
conga-B7E3/3351 Y.0,048602-Y.01,048602-Y.01
conga-B7E3/i-3255 Y.0,048604-Y.01,048604-Y.01
conga-B7E3/3251 X.0,048605-X.01,048605-X.01
conga-B7E3/xxx X.1,048605-X.10,048605-X.10
conga-B7E3/3251 X.1,048605-X.11,048605-X.11
conga-B7E3/3251 X.2,048605-X.21,048605-X.21
conga-B7E3/3251 Y.0,048605-Y.01,048605-Y.01
conga-B7E3/3201 X.0,048606-X.01,048606-X.01
conga-B7E3/3201 X.1,048606-X.11,048606-X.11
conga-B7E3/3201 X.2,048606-X.21,048606-X.21
conga-B7E3/3201 Y.0,048606-Y.01,048606-Y.01
conga-B7E3/3151 X.0,048607-X.01,048607-X.01
conga-B7E3/3151 X.1,048607-X.11,048607-X.11
conga-B7E3/3151 Y.0,048607-Y.01,048607-Y.01
conga-B7E3/3101 X.0,048608-X.01,048608-X.01
conga-B7E3/3101 X.1,048608-X.11,048608-X.11
conga-B7E3/3101 Y.0,048608-Y.01,048608-Y.01
conga-B7E3/3451 ON Y.0,048690-Y.01,048690-Y.01
conga-B7E3/3251 ON Y.0,048695-Y.01,048695-Y.01
conga-B7E3/Dummy X.0,048698-X.00,048698-X.00
conga-B7E3/Dummy X.0,048698-X.01,048698-X.01
conga-B7E3/xxx PTT X.0,048699-X.00,048699-X.00
conga-TC370 xxx A.0,048800-A.00,048800-A.00
conga-TC370/i7-8665UE A.0,048800-A.01,048800-A.01
conga-TC370/i7-8665UE A.1,048800-A.11,048800-A.11
conga-TC370/i5-8365UE A.0,048801-A.01,048801-A.01
conga-TC370/i5-8365UE A.1,048801-A.11,048801-A.11
conga-TC370/i3-8145UE A.0,048802-A.01,048802-A.01
conga-TC370/i3-8145UE A.1,048802-A.11,048802-A.11
conga-TC370/5405UE A.0,048803-A.01,048803-A.01
conga-TC370/4305UE A.0,048804-A.01,048804-A.01
conga-TC370/4305UE A.1,048804-A.11,048804-A.11
conga-TC370/WHL-U ES 1.8GHz 8MB GT2 X.0,048895-X.01,048895-X.01
conga-TC370/WHL-U ES 1.6GHz 6MB GT2 X.0,048896-X.01,048896-X.01
conga-TC370 xxx X.0,048897-X.00,048897-X.00
conga-TC370/QS i7-8565U X.0,048897-X.01,048897-X.01
conga-TC370/QS i3-8145U X.0,048898-X.01,048898-X.01
conga-TSCO/ xxx A.1,049000-A.10,049000-A.10
conga-TS370/i7-8850H A.1,20070-000507-A.1,049000-A.11
conga-TS370/i7-8850H A.2,049000-A.21,049000-A.21
conga-TS370/i5-8400H A.1,20070-000508-A.1,049001-A.11
conga-TS370/i5-8400H A.2,049001-A.21,049001-A.21
conga-TS370/E-2176M A.1,20070-000509-A.1,049002-A.11
conga-TS370/E-2176M A.2,049002-A.21,049002-A.21
conga-TS370/i3-8100H A.1,20070-000593-A.1,049003-A.11
conga-TS370/i3-8100H A.2,049003-A.21,049003-A.21
conga-TS370/E-2276ME A.1,049100-A.11,049100-A.11
conga-TS370/E-2276ME A.2,049100-A.21,049100-A.21
conga-TS370/E-2254ME A.1,049101-A.11,049101-A.11
conga-TS370/E-2254ME A.2,049101-A.21,049101-A.21
conga-TS370/i7-9850HE A.1,049102-A.11,049102-A.11
conga-TS370/i7-9850HE A.2,049102-A.21,049102-A.21
conga-TS370/G5600E A.1,049103-A.11,049103-A.11
conga-TS370/G4930E A.1,049104-A.11,049104-A.11
conga-TS370/G4930E A.2,049104-A.21,049104-A.21
conga-TS370/E-2276ML A.1,049110-A.11,049110-A.11
conga-TS370/E-2276ML A.2,049110-A.21,049110-A.21
conga-TS370/E-2254ML A.1,049111-A.11,049111-A.11
conga-TS370/E-2254ML A.2,049111-A.21,049111-A.21
conga-TS370/i7-9850HL A.1,049112-A.11,049112-A.11
conga-TS370/i7-9850HL A.2,049112-A.21,049112-A.21
conga-TS370/i3-9100HL A.1,049113-A.11,049113-A.11
conga-TS370/i3-9100HL A.2,049113-A.21,049113-A.21
conga-TS370/G4932E A.1,049114-A.11,049114-A.11
conga-TS370/G4932E A.2,049114-A.21,049114-A.21
conga-SA5/E3950-8G eMMC32 B.0,20070-000334-B.0,050000-B.01
conga-SA5/E3950-8G eMMC32 B.2,050000-B.21,050000-B.21
conga-SA5/E3950-8G eMMC32 B.3,050000-B.31,050000-B.31
conga-SA5/E3940-4G eMMC32 A.1,20070-000335-A.1,050001-A.11
conga-SA5/E3940-4G eMMC32 B.0,20070-000335-B.0,050001-B.01
conga-SA5/E3940-4G eMMC32 B.3,050001-B.31,050001-B.31
conga-SA5/E3930-2G eMMC16 B.0,20070-000336-B.0,050002-B.01
conga-SA5/E3930-2G eMMC16 B.2,050002-B.21,050002-B.21
conga-SA5/E3930-2G eMMC16 B.3,050002-B.31,050002-B.31
conga-SA5/E3930-2G eMMC16 1xGBE B.0,20070-000529-B.0,050003-B.01
conga-SA5/E3930-2G eMMC16 1xGBE B.3,050003-B.31,050003-B.31
conga-SA5/i-E3950-4G eMMC32 A.1,20070-000421-A.1,050010-A.11
conga-SA5/i-E3950-4G eMMC32 B.0,20070-000421-B.0,050010-B.01
conga-SA5/i-E3950-4G eMMC32 B.2,050010-B.21,050010-B.21
conga-SA5/i-E3950-4G eMMC32 B.3,050010-B.31,050010-B.31
conga-SA5/i-E3940-4G eMMC16 B.0,20070-000422-B.0,050011-B.01
conga-SA5/i-E3940-4G eMMC16 B.2,050011-B.21,050011-B.21
conga-SA5/i-E3940-4G eMMC16 B.3,050011-B.31,050011-B.31
conga-SA5/i-E3930-2G eMMC16 A.1,20070-000452-A.1,050012-A.11
conga-SA5/i-E3930-2G eMMC16 B.0,20070-000452-B.0,050012-B.01
conga-SA5/i-E3930-2G eMMC16 B.2,050012-B.21,050012-B.21
conga-SA5/i-E3930-2G eMMC16 B.3,050012-B.31,050012-B.31
conga-SA5/i-E3950-8G eMMC32 B.0,20070-000541-B.0,050013-B.01
conga-SA5/i-E3950-8G eMMC32 B.3,050013-B.31,050013-B.31
conga-SA5/N3350-4G eMMC32 A.1,20070-000337-A.1,050022-A.11
conga-SA5/N3350-4G eMMC32 B.0,20070-000337-B.0,050022-B.01
conga-SA5/N3350E-4G eMMC32 B.3,050022-B.31,050022-B.31
conga-SA5/N4200-8G eMMC32 A.1,20070-000338-A.1,050023-A.11
conga-SA5/N4200-8G eMMC32 B.0,20070-000338-B.0,050023-B.01
conga-SA5/N4200E-8G eMMC32 B.3,050023-B.31,050023-B.31
conga-SA5/J3455-4G eMMC16 B.0,050024-B.01,050024-B.01
conga-SA5/J3455-4G eMMC16 B.3,050024-B.31,050024-B.31
conga-SA5/E3950-8G eMMC32 WiFi/TPM B.0,20070-000339-B.0,050030-B.01
conga-SA5/E3950-8G eMMC32 SPKL-AC B.0,20070-000526-B.0,050031-B.01
conga-SA5/E3950-8G eMMC32 SPKL-AC B.2,050031-B.21,050031-B.21
conga-SA7/EHL ES0 Sample X.0,050199-X.00,050199-X.00
conga-SA7/EHL ES0 Sample X.0,050199-X.01,050199-X.01
conga-SA7/EHL ES0 Sample w/o CPU Interp X.0,050199-X.02,050199-X.02
conga-SMX8/QCM-4GB eMMC16 <for PTT Samples> Z.0,051000-Z.01,051000-Z.01
conga-SMX8/QCM-4GB eMMC16 -SX-PCEAC2 <for PTT Samples> <WIFI> Z.0,051005-Z.01,051005-Z.01
conga-SMX8/xxx X.3,051020-X.30,051020-X.30
conga-SMX8/i-QCM-6GB eMMC16 <for PTT Samples> Y.0,051020-Y.01,051020-Y.01
conga-SMX8/i-QCM-6GB eMMC16 <for PTT Samples> Y.1,051020-Y.11,051020-Y.11
conga-SMX8/i-QCM-4GB eMMC16 <for PTT Samples> Z.0,051020-Z.01,051020-Z.01
conga-SMX8/i-QCM-4GB eMMC16 <for PTT Samples> Z.1,051090-Z.11,051090-Z.11
conga-SMX8-X/xxx Y.0,051100-Y.00,051100-Y.00
conga-SMX8-X/QXP-4G eMMC16 Y.0,051100-Y.01,051100-Y.01
conga-SMX8-X/QXP-2G eMMC16 Y.0,051103-Y.01,051103-Y.01
conga-SMX8-X/QXP-4G eMMC16 SPB228 Y.0,051104-Y.01,051104-Y.01
conga-SMX8-X/QXP-4G eMMC16 HDMI Y.0,051105-Y.01,051105-Y.01
conga-SMX8-X/i-QXP-4G eMMC16 Y.0,051110-Y.01,051110-Y.01
conga-SMX8-X/i-QXP-2G eMMC16 Y.0,051113-Y.01,051113-Y.01
conga-SMX8-X/PTT-QuadXP-3G-LPDDR4 eMMC16 X.0,051190-X.01,051190-X.01
conga-SMX8-X/xxx X.1,051190-X.10,051190-X.10
conga-SMX8-X/PTT-QXP-3G-LPDDR4 eMMC16 <prototype> X.1,051190-X.11,051190-X.11
conga-SMX8-X/PTT-QXP-3G-LPDDR4 eMMC16 <prototype> X.2,051190-X.21,051190-X.21
"conga-SMX8-X/PTT-QXP-3G-LPDDR4 eMMC16, HDMI, 2xGBE-1588 <prototype> X.1",051191-X.11,051191-X.11
conga-SMX8-X/PTT-QXP-2G-LPDDR4 eMMC16 <prototype> X.1,051192-X.11,051192-X.11
conga-SMX8-X/PTT-QXP-4G-LPDDR4 eMMC16 <prototype> X.1,051193-X.11,051193-X.11
conga-SMX8-Mini/Solo-1G eMMC8 X.0,051202-X.01,051202-X.01
conga-SMX8-Mini/SC-1G eMMC16 X.2,051202-X.21,051202-X.21
conga-SMX8-Mini/Quad-2G eMMC8 X.0,051203-X.01,051203-X.01
conga-SX8M/xxx X.2,051203-X.20,051203-X.20
conga-SMX8-Mini/QC-2G eMMC16 X.2,051203-X.21,051203-X.21
conga-SMX8-Mini/i-Solo-1G eMMC8 X.0,051222-X.01,051222-X.01
conga-SMX8-Mini/i-SC-1G eMMC16 X.2,051222-X.21,051222-X.21
conga-SMX8-Mini/i-Quad-4G eMMC16 DP CSI2 WIFI X.0,051290-X.01,051290-X.01
conga-SMX8-Mini/i-QC-4G eMMC16 DP CSI2 WIFI X.2,051290-X.21,051290-X.21
conga-Thin MITX/eDP to DP Adapter X.1,052231-X.12,052231-X.12
conga-eDP to LVDS Adapter X.0,052234-X.02,052234-X.02
conga-IA4/N3160 A.2,20070-A01181-A.2,052607-A.21
conga-IA4/x5-E8000 A.2,20070-000158-A.2,052609-A.21
conga-IC170/xxx C.0,20070-A01174-C.0,052700-C.00
conga-IC170/i5-6300U C.0,20070-000136-C.0,052700-C.01
conga-IC170/xxx C.1,052700-C.10,052700-C.10
conga-IC170/i5-6300U C.1,052700-C.11,052700-C.11
conga-IC170/i3-6100U C.1,052701-C.11,052701-C.11
conga-IC170/3955U C.0,20070-000138-C.0,052702-C.01
conga-IC170/3955U C.1,052702-C.11,052702-C.11
conga-IC170/i7-6600U C.0,20070-000139-C.0,052703-C.01
conga-IC170/i7-6600U C.1,052703-C.11,052703-C.11
conga-IA5/xxx B.0 *commercial*,20070-000346-B.0,052801-B.00
conga-IA5/E3950 B.0,20070-000352-B.0,052801-B.01
conga-IA5/E3950 B.1,052801-B.11,052801-B.11
conga-IA5/E3940 B.0,20070-000353-B.0,052802-B.01
conga-IA5/E3940 B.1,052802-B.11,052802-B.11
conga-IA5/E3930 B.0,20070-000354-B.0,052803-B.01
conga-IA5/E3930 B.1,052803-B.11,052803-B.11
conga-IA5/xxx B.5 *commercial*,052803-B.50,052803-B.50
conga-IA5/E3930 B.5,052803-B.51,052803-B.51
conga-IA5/xxx B.0 *industrial*,20070-000347-B.0,052811-B.00
conga-IA5/i-E3950 B.0,20070-000355-B.0,052811-B.01
conga-IA5/i-E3950 B.1,052811-B.11,052811-B.11
conga-IA5/xxx B.5 *industrial*,052811-B.50,052811-B.50
conga-IA5/i-E3950 B.5,052811-B.51,052811-B.51
conga-IA5/i-E3940 B.0,20070-000549-B.0,052812-B.01
conga-IA5/i-E3940 B.1,052812-B.11,052812-B.11
conga-IA5/i-E3940 B.5,052812-B.51,052812-B.51
conga-IA5/i-E3930 B.0,20070-000550-B.0,052813-B.01
conga-IA5/i-E3930 B.1,052813-B.11,052813-B.11
conga-IA5/i-E3930 B.5,052813-B.51,052813-B.51
conga-IA5/N4200 B.0,20070-000356-B.0,052820-B.01
conga-IA5/N4200 B.1,052820-B.11,052820-B.11
conga-IA5/N4200 B.3,052820-B.31,052820-B.31
conga-IA5/N4200E B.5,052820-B.51,052820-B.51
conga-IA5/N3350 B.0,20070-000357-B.0,052821-B.01
conga-IA5/N3350 B.1,052821-B.11,052821-B.11
conga-IA5/N3350 B.3,052821-B.31,052821-B.31
conga-IA5/N3350E B.5,052821-B.51,052821-B.51
conga-IC175/i5-7300U C.0,20070-000236-C.0,052900-C.01
conga-IC175/i5-7300U C.1,052900-C.11,052900-C.11
conga-IC175/i3-7100U C.0,20070-000237-C.0,052901-C.01
conga-IC175/i3-7100U C.1,052901-C.11,052901-C.11
conga-IC175/i7-7600U C.0,20070-000239-C.0,052903-C.01
conga-ICWL/xxx industrial A.0,053001-A.00,053001-A.00
conga-IC370/i7-8665UE A.0,053001-A.01,053001-A.01
conga-ICWL/xxx industrial A.1,053001-A.10,053001-A.10
conga-IC370/i7-8665UE A.1,053001-A.11,053001-A.11
conga-IC370/i7-8665UE A.2,053001-A.21,053001-A.21
conga-ICWL/xxx PTT X.0,053001-X.00,053001-X.00
conga-IC370/ES WHL U42 1.8GHz X.0,053001-X.01,053001-X.01
conga-IC370/i5-8365UE A.0,053002-A.01,053002-A.01
conga-IC370/i5-8365UE A.1,053002-A.11,053002-A.11
conga-IC370/i5-8365UE A.2,053002-A.21,053002-A.21
conga-IC370/ES WHL U42 1.6GHz X.0,053002-X.01,053002-X.01
conga-IC370/i3-8145UE A.0,053003-A.01,053003-A.01
conga-IC370/i3-8145UE A.1,053003-A.11,053003-A.11
conga-IC370/i3-8145UE A.2,053003-A.21,053003-A.21
conga-IC370/ES WHL U22 2.1GHz X.0,053003-X.01,053003-X.01
conga-ICWL/xxx commercial A.0,053005-A.00,053005-A.00
conga-IC370/4305UE A.0,053005-A.01,053005-A.01
conga-ICWL/xxx commercial A.1,053005-A.10,053005-A.10
conga-IC370/4305UE A.1,053005-A.11,053005-A.11
conga-IC370/4305UE A.2,053005-A.21,053005-A.21
conga-IC370/i7-8565U CAN iDP A.0,053098-A.01,053098-A.01
